x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.2696699	76.8319067	1.0	10:00-19:00	15.0
43.2981738	76.8608727	1.0	10:00-19:00	15.0
43.28089565	76.91819945	1.0	10:00-19:00	15.0
43.2098722	76.8401204	1.0	10:00-19:00	15.0
43.2469507	76.9650581	1.0	10:00-19:00	15.0
43.3718113	76.9902613	1.0	10:00-19:00	15.0
43.2457976	76.8980822	1.0	10:00-19:00	15.0
43.24310815	76.81210395	1.0	10:00-19:00	15.0
43.2204669	76.8152383	1.0	10:00-19:00	15.0
43.2550691	76.8797276	1.0	10:00-19:00	15.0
43.2590657	76.9234334	1.0	10:00-19:00	15.0
43.3233167	76.9138281	1.0	10:00-19:00	15.0
43.2207007	76.8241354	1.0	10:00-19:00	15.0
43.318489	76.841704	1.0	10:00-19:00	15.0
43.24310815	76.81210395	1.0	10:00-19:00	15.0
43.44137425	76.961224	20.0	10:00-19:00	15.0
43.2214285	76.9328418	1.0	10:00-19:00	15.0
43.20577	76.9012284	1.0	10:00-19:00	15.0
43.2280925	76.9159135	1.0	10:00-19:00	15.0
43.2114397	76.8903365	1.0	10:00-19:00	15.0
43.236287	76.9161293	1.0	10:00-19:00	15.0
43.2074417	76.912115	1.0	10:00-19:00	15.0
43.24310815	76.81210395	1.0	10:00-19:00	15.0
43.2251738	76.9323783	1.0	10:00-19:00	15.0
43.2631682	76.9019119	1.0	10:00-19:00	15.0
43.1992342	76.9106229	1.0	10:00-19:00	15.0
43.2511672	76.85894415	1.0	10:00-19:00	15.0
43.2452904	76.8920717	1.0	10:00-19:00	15.0
43.2671466	76.8701593	1.0	10:00-19:00	15.0
43.3122579	76.9752398	20.0	10:00-19:00	15.0
43.19473345	76.9070194	1.0	10:00-19:00	15.0
43.249667	76.823258	1.0	10:00-19:00	15.0
43.3229146	76.918779	10.0	10:00-19:00	15.0
43.3006174	76.8385396	1.0	10:00-19:00	15.0
43.2470066	76.8988927	10.0	10:00-19:00	15.0
43.2667964	76.873674	1.0	10:00-19:00	15.0
43.23704595	76.88409305	20.0	10:00-19:00	15.0
43.2248568	76.8263975	10.0	10:00-19:00	15.0
43.1954854	76.9069576	1.0	10:00-19:00	15.0
43.2464977	76.8884576	1.0	10:00-19:00	15.0
43.2305417	76.8831178	1.0	10:00-19:00	15.0
43.20419165	76.89607795	20.0	10:00-19:00	15.0
43.2221373	76.8724876	10.0	10:00-19:00	15.0
43.2046679	76.9754212	20.0	10:00-19:00	15.0
43.3588414	76.9911144	1.0	10:00-19:00	15.0
43.195806	76.75261255	1.0	10:00-19:00	15.0
43.2367359	76.9620399	1.0	10:00-19:00	15.0
43.2554555	76.923477	1.0	10:00-19:00	15.0
43.2222002	76.8196944	1.0	10:00-19:00	15.0
43.2270723	76.8593262	1.0	10:00-19:00	15.0
43.2725187	76.8872584	0.0	10:00-19:00	0.0
