x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.2208316	76.8240483	10.0	10:00-19:00	15.0
43.2154981	76.8840997	10.0	10:00-19:00	15.0
43.240664	76.9280814	10.0	10:00-19:00	15.0
43.27554615	76.83790295	10.0	10:00-19:00	15.0
43.2358186	76.9112626	10.0	10:00-19:00	15.0
43.2608391	76.9329318	10.0	10:00-19:00	15.0
43.2761548	76.9416394	10.0	10:00-19:00	15.0
43.2603661	76.9280472	10.0	10:00-19:00	15.0
43.2454765	76.9562087	10.0	10:00-19:00	15.0
43.2321997	76.9122213	10.0	10:00-19:00	15.0
43.224335	76.8975725	10.0	10:00-19:00	15.0
43.2130178	76.8882848	10.0	10:00-19:00	15.0
43.1978897	76.878717	10.0	10:00-19:00	15.0
43.2212749	76.8237471	10.0	10:00-19:00	15.0
43.24310815	76.81210395	10.0	10:00-19:00	15.0
43.2432709	76.838716	10.0	10:00-19:00	15.0
43.2532363	76.902613	10.0	10:00-19:00	15.0
43.24310815	76.81210395	10.0	10:00-19:00	15.0
43.2297382	76.83869035	10.0	10:00-19:00	15.0
43.26242705	76.7485786	10.0	10:00-19:00	15.0
43.221636	76.8174726	10.0	10:00-19:00	15.0
43.2368453	76.8897815	10.0	10:00-19:00	15.0
43.2552874	76.8617849	10.0	10:00-19:00	15.0
43.2425542	76.9066379	10.0	10:00-19:00	15.0
43.23585545	76.82193805	10.0	10:00-19:00	15.0
43.2079087	76.8663757	10.0	10:00-19:00	15.0
43.2460348	76.9305564	10.0	10:00-19:00	15.0
43.3233167	76.9138281	10.0	10:00-19:00	15.0
43.2358551	76.8816067	10.0	10:00-19:00	15.0
43.2644147	76.8857338	10.0	10:00-19:00	15.0
43.2556688	76.8224629	10.0	10:00-19:00	15.0
43.2695574	76.9814978	10.0	10:00-19:00	15.0
43.2520819	76.9019754	10.0	10:00-19:00	15.0
43.319239	76.9276326	10.0	10:00-19:00	15.0
43.24310815	76.81210395	10.0	10:00-19:00	15.0
43.1689272	76.8749624	10.0	10:00-19:00	15.0
43.17552935	76.90688505	10.0	10:00-19:00	15.0
43.23122085	76.88787485	10.0	10:00-19:00	15.0
43.2288975	76.9530396	10.0	10:00-19:00	15.0
43.262059	76.8305651	10.0	10:00-19:00	15.0
43.2599387	76.860229	10.0	10:00-19:00	15.0
43.1962309	76.7946779	10.0	10:00-19:00	15.0
43.3006174	76.8385396	10.0	10:00-19:00	15.0
43.20419165	76.89607795	10.0	10:00-19:00	15.0
43.2530938	76.8868498	10.0	10:00-19:00	15.0
43.19965915	76.8747711	10.0	10:00-19:00	15.0
43.3067703	76.9036407	10.0	10:00-19:00	15.0
43.2297926	76.9591751	10.0	10:00-19:00	15.0
43.2460527	76.9207761	10.0	10:00-19:00	15.0
43.2459951	76.9034633	10.0	10:00-19:00	15.0
43.2725187	76.8872584	0.0	10:00-19:00	0.0
