x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.2839059	76.8842249	1.0	10:00-19:00	15.0
43.2118217	76.8424292	1.0	10:00-19:00	15.0
43.2501052	76.94827	1.0	10:00-19:00	15.0
43.2501052	76.94827	1.0	10:00-19:00	15.0
43.1813544	76.805744	1.0	10:00-19:00	15.0
43.2338674	76.8720313	1.0	10:00-19:00	15.0
43.2011362	76.6237063	1.0	10:00-19:00	15.0
43.2066869	76.873132	1.0	10:00-19:00	15.0
43.2612051	76.9297547	1.0	10:00-19:00	15.0
43.208212	76.8707591	10.0	10:00-19:00	15.0
43.2517956	76.8691657	1.0	10:00-19:00	15.0
43.26715	76.9354529	1.0	10:00-19:00	15.0
43.2239274	76.8858585	1.0	10:00-19:00	15.0
43.2364318	76.9038461	1.0	10:00-19:00	15.0
43.228336	76.8076099	1.0	10:00-19:00	15.0
43.23701825	76.8352965	1.0	10:00-19:00	15.0
43.2513891	76.8969435	1.0	10:00-19:00	15.0
43.23930145	76.8629645	1.0	10:00-19:00	15.0
43.332486	76.99322	1.0	10:00-19:00	15.0
43.2279438	76.8996517	1.0	10:00-19:00	15.0
43.2932691	76.8476889	10.0	10:00-19:00	15.0
43.2163802	76.884054	10.0	10:00-19:00	15.0
43.2314304	76.8866089	1.0	10:00-19:00	15.0
43.2228608	76.80670675	1.0	10:00-19:00	15.0
43.2517956	76.8691657	1.0	10:00-19:00	15.0
43.2297382	76.83869035	1.0	10:00-19:00	15.0
43.3434823	76.9772225	1.0	10:00-19:00	15.0
43.2738287	76.8417343	1.0	10:00-19:00	15.0
43.2110929	76.8425477	1.0	10:00-19:00	15.0
43.2110929	76.8425477	1.0	10:00-19:00	15.0
43.3006174	76.8385396	10.0	10:00-19:00	15.0
43.235711	76.8623299	1.0	10:00-19:00	15.0
43.2424706	76.9059174	1.0	10:00-19:00	15.0
43.2813824	76.9556542	1.0	10:00-19:00	15.0
43.231486	76.7550493	1.0	10:00-19:00	15.0
43.1933722	76.9030888	1.0	10:00-19:00	15.0
43.2466189	76.9130962	1.0	10:00-19:00	15.0
43.2460347	76.8932229	1.0	10:00-19:00	15.0
43.2262851	76.8939392	1.0	10:00-19:00	15.0
43.2162503	76.8595201	1.0	10:00-19:00	15.0
43.2302751	76.87901665	1.0	10:00-19:00	15.0
43.27921495	76.8224325	20.0	10:00-19:00	15.0
43.2349111	76.8990729	1.0	10:00-19:00	15.0
43.2511672	76.85894415	1.0	10:00-19:00	15.0
43.2305636	76.7533566	1.0	10:00-19:00	15.0
43.2610058	76.9177088	1.0	10:00-19:00	15.0
43.3233167	76.9138281	1.0	10:00-19:00	15.0
43.2449416	76.8894358	1.0	10:00-19:00	15.0
43.1954854	76.9069576	10.0	10:00-19:00	15.0
43.24372585	76.8814571	10.0	10:00-19:00	15.0
43.18488015	76.9262757	20.0	10:00-19:00	15.0
43.2137615	76.7888244	10.0	10:00-19:00	15.0
43.2808995	76.9596674	1.0	10:00-19:00	15.0
43.1689272	76.8749624	20.0	10:00-19:00	15.0
43.23339	76.958898	10.0	10:00-19:00	15.0
43.2359102	76.8463635	1.0	10:00-19:00	15.0
43.2137432	76.9356152	1.0	10:00-19:00	15.0
43.2625734	76.9182803	20.0	10:00-19:00	15.0
43.208212	76.8707591	1.0	10:00-19:00	15.0
43.2210407	76.823908	20.0	10:00-19:00	15.0
43.196581	76.8982544	1.0	10:00-19:00	15.0
43.2507491	76.8819148	1.0	10:00-19:00	15.0
43.2539966	76.9547191	1.0	10:00-19:00	15.0
43.36939205	76.98650655	1.0	10:00-19:00	15.0
43.2147325	76.9238676	1.0	10:00-19:00	15.0
43.2316595	76.8926131	1.0	10:00-19:00	15.0
43.25638765	76.91984515	1.0	10:00-19:00	15.0
43.2297382	76.8477763	1.0	10:00-19:00	15.0
43.2292159	76.8431446	1.0	10:00-19:00	15.0
43.19880735	76.91266385	1.0	10:00-19:00	15.0
43.2676069	76.8727712	1.0	10:00-19:00	15.0
43.2612051	76.9297547	1.0	10:00-19:00	15.0
43.2505328	76.87026	1.0	10:00-19:00	15.0
43.2506014	76.8839007	1.0	10:00-19:00	15.0
43.2316595	76.8926131	1.0	10:00-19:00	15.0
43.2265762	76.9559132	1.0	10:00-19:00	15.0
