x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.23093565	76.9542743	1.0	10:00-19:00	15.0
43.24602	76.962991	10.0	10:00-19:00	15.0
43.1981537	76.82131325	1.0	10:00-19:00	15.0
43.27178615	76.92081495	1.0	10:00-19:00	15.0
43.2058435	76.8852249	10.0	10:00-19:00	15.0
43.2297382	76.83869035	1.0	10:00-19:00	15.0
43.2501186	76.8899696	1.0	10:00-19:00	15.0
43.2353078	76.8926134	1.0	10:00-19:00	15.0
43.2161117	76.8228647	10.0	10:00-19:00	15.0
43.2443658	76.8908769	1.0	10:00-19:00	15.0
43.2074886	76.8892673	1.0	10:00-19:00	15.0
43.2222002	76.8196944	1.0	10:00-19:00	15.0
43.41520815	76.91172125	1.0	10:00-19:00	15.0
43.24717705	76.8908959	20.0	10:00-19:00	15.0
43.231148	76.9230272	10.0	10:00-19:00	15.0
43.2709925	76.9383579	1.0	10:00-19:00	15.0
43.2058435	76.8852249	1.0	10:00-19:00	15.0
43.2419209	76.8986225	1.0	10:00-19:00	15.0
43.2418715	76.9071938	1.0	10:00-19:00	15.0
43.2227394	76.8155285	10.0	10:00-19:00	15.0
43.2755483	76.8383753	1.0	10:00-19:00	15.0
43.2625734	76.9182803	1.0	10:00-19:00	15.0
43.27602125	76.88884645	1.0	10:00-19:00	15.0
43.2204669	76.8152383	1.0	10:00-19:00	15.0
43.29572145	76.8542808	1.0	10:00-19:00	15.0
43.2548874	76.9091595	1.0	10:00-19:00	15.0
43.20877995	76.7997088	20.0	10:00-19:00	15.0
43.3424353	76.9167956	1.0	10:00-19:00	15.0
43.2786892	76.82269335	10.0	10:00-19:00	15.0
43.1708179	76.873605	1.0	10:00-19:00	15.0
43.25067415	76.91142595	1.0	10:00-19:00	15.0
43.29130925	76.87261915	1.0	10:00-19:00	15.0
43.2694942	76.9262793	1.0	10:00-19:00	15.0
43.1854757	76.9104966	1.0	10:00-19:00	15.0
43.2786892	76.82269335	1.0	10:00-19:00	15.0
43.2132124	76.878717	1.0	10:00-19:00	15.0
43.2211294	76.7955286	20.0	10:00-19:00	15.0
43.2424521	76.87783	20.0	10:00-19:00	15.0
43.2143742	76.7885305	1.0	10:00-19:00	15.0
43.2118217	76.8424292	1.0	10:00-19:00	15.0
43.32101265	76.91187405	1.0	10:00-19:00	15.0
