x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.2160329	76.8253599	1.0	10:00-19:00	15.0
43.37042095	76.94507725	2.0	10:00-19:00	15.0
43.342672	76.909172	10.0	10:00-19:00	15.0
43.2410707	76.8767628	1.0	10:00-19:00	15.0
43.2146504	76.964261	1.0	10:00-19:00	15.0
43.246136	76.9048367	10.0	10:00-19:00	15.0
43.2442695	76.9035996	1.0	10:00-19:00	15.0
43.19965915	76.8747711	2.0	10:00-19:00	15.0
43.3613466	76.9375107	1.0	10:00-19:00	15.0
43.2511996	76.9222168	1.0	10:00-19:00	15.0
43.2211294	76.7955286	1.0	10:00-19:00	15.0
43.3638783	76.9838926	12.0	10:00-19:00	15.0
43.2979169	76.9730047	1.0	10:00-19:00	15.0
43.22923415	76.91922605	1.0	10:00-19:00	15.0
43.2603665	76.8923657	1.0	10:00-19:00	15.0
43.2082509	76.884059	1.0	10:00-19:00	15.0
43.1951445	76.8927007	15.0	10:00-19:00	15.0
43.2655627	76.8193742	1.0	10:00-19:00	15.0
43.2201681	76.7964853	8.0	10:00-19:00	15.0
43.2400031	76.8961908	1.0	10:00-19:00	15.0
43.20313425	76.89721225	7.0	10:00-19:00	15.0
43.2323112	76.95877	1.0	10:00-19:00	15.0
43.24310815	76.81210395	1.0	10:00-19:00	15.0
43.258704	76.9417096	13.0	10:00-19:00	15.0
43.17061515	76.81662085	12.0	10:00-19:00	15.0
43.2315998	76.8977669	1.0	10:00-19:00	15.0
43.2494184	76.875564	1.0	10:00-19:00	15.0
43.22023515	76.925947	2.0	10:00-19:00	15.0
43.2769588	76.9070344	1.0	10:00-19:00	15.0
43.2602485	76.9195512	7.0	10:00-19:00	15.0
43.2410707	76.8767628	1.0	10:00-19:00	15.0
43.3209424	76.9103343	7.0	10:00-19:00	15.0
43.2701666	76.9459114	5.0	10:00-19:00	15.0
43.2777251	76.8973473	1.0	10:00-19:00	15.0
43.32673225	76.92969745	1.0	10:00-19:00	15.0
43.1872006	76.9102621	1.0	10:00-19:00	15.0
43.2251172	76.8943592	1.0	10:00-19:00	15.0
43.2470557	76.9236576	1.0	10:00-19:00	15.0
43.2003996	76.8947156	2.0	10:00-19:00	15.0
43.3122579	76.9752398	2.0	10:00-19:00	15.0
43.2420505	76.9356329	1.0	10:00-19:00	15.0
43.23041665	76.88361595	1.0	10:00-19:00	15.0
43.2328763	76.9045322	1.0	10:00-19:00	15.0
43.28254885	76.88531935	30.0	10:00-19:00	15.0
43.1813544	76.805744	1.0	10:00-19:00	15.0
43.2501656	76.8525917	16.0	10:00-19:00	15.0
43.2204669	76.8152383	1.0	10:00-19:00	15.0
43.1813544	76.805744	1.0	10:00-19:00	15.0
43.2115058	76.8694837	3.0	10:00-19:00	15.0
43.2490225	76.9363346	2.0	10:00-19:00	15.0
43.2297382	76.83869035	3.0	10:00-19:00	15.0
43.3009478	76.9548766	4.0	10:00-19:00	15.0
