x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.25232285	76.95683605	1.0	10:00-19:00	15.0
43.20465175	76.81438925	1.0	10:00-19:00	15.0
43.2288285	76.8972716	1.0	10:00-19:00	15.0
43.17552935	76.90688505	1.0	10:00-19:00	15.0
43.3229146	76.918779	1.0	10:00-19:00	15.0
43.1895957	76.869235	1.0	10:00-19:00	15.0
43.1882053	76.7965923	1.0	10:00-19:00	15.0
43.2657713	76.8471717	1.0	10:00-19:00	15.0
43.22862405	76.83900015	1.0	10:00-19:00	15.0
43.2151378	76.8999014	1.0	10:00-19:00	15.0
43.2890745	76.9764097	1.0	10:00-19:00	15.0
43.18007895	76.82707075	1.0	10:00-19:00	15.0
43.208212	76.8707591	1.0	10:00-19:00	15.0
43.3567329	76.9224159	1.0	10:00-19:00	15.0
43.2339001	76.8847746	1.0	10:00-19:00	15.0
43.2424131	76.9589978	1.0	10:00-19:00	15.0
43.2647493	76.9475861	1.0	10:00-19:00	15.0
43.2101992	76.8715631	1.0	10:00-19:00	15.0
43.3024491	76.8719484	1.0	10:00-19:00	15.0
43.2592991	76.8569317	1.0	10:00-19:00	15.0
43.2074886	76.8892673	1.0	10:00-19:00	15.0
43.2074886	76.8892673	1.0	10:00-19:00	15.0
43.2755483	76.8383753	1.0	10:00-19:00	15.0
43.19667075	76.87723765	1.0	10:00-19:00	15.0
43.2509474	76.9128435	1.0	10:00-19:00	15.0
43.2212349	76.8899846	1.0	10:00-19:00	15.0
43.2738287	76.8417343	1.0	10:00-19:00	15.0
43.200286	76.909601	1.0	10:00-19:00	15.0
43.22263215	76.682438	1.0	10:00-19:00	15.0
43.27921495	76.8224325	1.0	10:00-19:00	15.0
43.327503	76.897349	1.0	10:00-19:00	15.0
43.25703095	76.80885045	1.0	10:00-19:00	15.0
43.1689272	76.8749624	1.0	10:00-19:00	15.0
43.244144	76.937089	1.0	10:00-19:00	15.0
43.20321215	76.8206457	1.0	10:00-19:00	15.0
43.22862405	76.83900015	1.0	10:00-19:00	15.0
43.234227	76.9240648	1.0	10:00-19:00	15.0
43.2635289	76.8175823	1.0	10:00-19:00	15.0
43.21415015	76.78786285	1.0	10:00-19:00	15.0
43.3555529	76.992028	1.0	10:00-19:00	15.0
43.2297382	76.83869035	1.0	10:00-19:00	15.0
43.3576097	76.9800777	1.0	10:00-19:00	15.0
43.2456995	76.8410587	1.0	10:00-19:00	15.0
43.2963001	76.87133985	1.0	10:00-19:00	15.0
43.4441793	76.2694502	1.0	10:00-19:00	15.0
43.2221883	76.9625507	1.0	10:00-19:00	15.0
43.3572436	76.9242754	1.0	10:00-19:00	15.0
43.248029	76.9402457	1.0	10:00-19:00	15.0
43.2322866	76.9301793	1.0	10:00-19:00	15.0
43.2322866	76.9301793	1.0	10:00-19:00	15.0
43.2707281	76.9349126	1.0	10:00-19:00	15.0
43.2341156	76.8795334	1.0	10:00-19:00	15.0
43.2981738	76.8608727	1.0	10:00-19:00	15.0
43.3117579	76.974525	1.0	10:00-19:00	15.0
43.29572145	76.8542808	1.0	10:00-19:00	15.0
43.2090155	76.86294	1.0	10:00-19:00	15.0
43.2441321	76.9497951	1.0	10:00-19:00	15.0
43.2316586	76.832085	1.0	10:00-19:00	15.0
43.2083378	76.8641374	1.0	10:00-19:00	15.0
43.24310815	76.81210395	1.0	10:00-19:00	15.0
43.3567329	76.9224159	1.0	10:00-19:00	15.0
43.3122579	76.9752398	1.0	10:00-19:00	15.0
43.2182251	76.9280932	1.0	10:00-19:00	15.0
43.1694859	76.8502014	1.0	10:00-19:00	15.0
43.19965915	76.8747711	1.0	10:00-19:00	15.0
43.3122579	76.9752398	1.0	10:00-19:00	15.0
43.2204368	76.7857635	1.0	10:00-19:00	15.0
43.2080327	76.9720178	1.0	10:00-19:00	15.0
43.3043324	76.96091025	1.0	10:00-19:00	15.0
43.31602935	76.5851784	1.0	10:00-19:00	15.0
43.2890745	76.9764097	1.0	10:00-19:00	15.0
43.29321655	76.83067555	1.0	10:00-19:00	15.0
43.2066445	76.8246806	1.0	10:00-19:00	15.0
43.3410635	76.9489125	1.0	10:00-19:00	15.0
43.2712835	76.9548189	1.0	10:00-19:00	15.0
43.2556688	76.8224629	1.0	10:00-19:00	15.0
43.2507832	76.8815094	1.0	10:00-19:00	15.0
43.2789729	76.818901	1.0	10:00-19:00	15.0
43.2682424	76.9216307	1.0	10:00-19:00	15.0
43.2511672	76.85894415	1.0	10:00-19:00	15.0
43.3224391	76.9282797	1.0	10:00-19:00	15.0
43.2837502	76.9035411	1.0	10:00-19:00	15.0
43.1321629	76.9042611	1.0	10:00-19:00	15.0
43.1579337	76.9067901	1.0	10:00-19:00	15.0
43.2937308	76.9534509	1.0	10:00-19:00	15.0
43.2402209	76.9320314	1.0	10:00-19:00	15.0
43.2063762	76.8576182	1.0	10:00-19:00	15.0
43.2356891	76.9149242	1.0	10:00-19:00	15.0
43.3307547	76.974888	1.0	10:00-19:00	15.0
43.20117005	76.88293975	1.0	10:00-19:00	15.0
43.2288355	76.923999	1.0	10:00-19:00	15.0
43.20877995	76.7997088	1.0	10:00-19:00	15.0
43.2328763	76.9045322	1.0	10:00-19:00	15.0
43.3229146	76.918779	1.0	10:00-19:00	15.0
43.2140324	76.8675206	1.0	10:00-19:00	15.0
43.25654415	76.81011125	1.0	10:00-19:00	15.0
43.2428905	76.8262978	1.0	10:00-19:00	15.0
43.1887128	76.8749787	1.0	10:00-19:00	15.0
43.21237205	76.85057765	1.0	10:00-19:00	15.0
43.13991095	76.9135237	1.0	10:00-19:00	15.0
43.2725187	76.8872584	0.0	10:00-19:00	0.0
