x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.2825795	76.9401818	10.0	10:00-19:00	15.0
43.2291885	76.8429721	10.0	10:00-19:00	15.0
43.2172821	76.895294	10.0	10:00-19:00	15.0
43.28831885	76.85495275	10.0	10:00-19:00	15.0
43.3282151	76.9631881	10.0	10:00-19:00	15.0
43.1798791	76.7610048	10.0	10:00-19:00	15.0
43.2486734	76.8927683	10.0	10:00-19:00	15.0
43.219131	76.8099208	10.0	10:00-19:00	15.0
43.2342036	76.9291346	10.0	10:00-19:00	15.0
43.2500853	76.9619591	10.0	10:00-19:00	15.0
43.370647	76.936624	10.0	10:00-19:00	15.0
43.2074417	76.912115	10.0	10:00-19:00	15.0
43.2199751	76.8562206	10.0	10:00-19:00	15.0
43.2789729	76.818901	10.0	10:00-19:00	15.0
43.2473433	76.9243721	10.0	10:00-19:00	15.0
43.3234533	76.9179706	10.0	10:00-19:00	15.0
43.2320107	76.9054672	10.0	10:00-19:00	15.0
43.21770195	76.9441652	10.0	10:00-19:00	15.0
43.25475	76.904331	10.0	10:00-19:00	15.0
43.2211209	76.9637708	10.0	10:00-19:00	15.0
43.2725187	76.8872584	0.0	10:00-19:00	0.0
