x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.2305636	76.7533566	10.0	10:00-19:00	15.0
43.2284317	76.8933763	10.0	10:00-19:00	15.0
43.2386878	76.9435108	10.0	10:00-19:00	15.0
43.29321655	76.83067555	10.0	10:00-19:00	15.0
43.2159278	76.9028752	10.0	10:00-19:00	15.0
43.2297382	76.83869035	10.0	10:00-19:00	15.0
43.20877995	76.7997088	10.0	10:00-19:00	15.0
43.2452675	76.8754713	10.0	10:00-19:00	15.0
43.1959189	76.8664772	10.0	10:00-19:00	15.0
43.29631355	76.9341608	10.0	10:00-19:00	15.0
43.2244849	76.9618306	10.0	10:00-19:00	15.0
43.1930281	76.8323984	10.0	10:00-19:00	15.0
43.3122579	76.9752398	10.0	10:00-19:00	15.0
43.2297382	76.83869035	10.0	10:00-19:00	15.0
43.2733856	76.9693371	10.0	10:00-19:00	15.0
43.2733856	76.9693371	10.0	10:00-19:00	15.0
43.2394729	76.908113	10.0	10:00-19:00	15.0
43.2290804	76.9423292	10.0	10:00-19:00	15.0
43.208212	76.8707591	10.0	10:00-19:00	15.0
43.3419817	76.9853565	10.0	10:00-19:00	15.0
43.2725187	76.8872584	0.0	10:00-19:00	0.0
