x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
43.30077445	76.87619645	10.0	10:00-19:00	15.0
43.2310783	76.84946055	10.0	10:00-19:00	15.0
43.2703721	76.9876983	10.0	10:00-19:00	15.0
43.2267416	76.8442124	10.0	10:00-19:00	15.0
43.2333855	76.8922145	10.0	10:00-19:00	15.0
43.2359586	76.8992611	10.0	10:00-19:00	15.0
43.2227511	76.86716295	10.0	10:00-19:00	15.0
43.2301748	76.875281	10.0	10:00-19:00	15.0
43.2623815	76.9425071	10.0	10:00-19:00	15.0
43.271397	76.9423742	10.0	10:00-19:00	15.0
43.2140324	76.8675206	10.0	10:00-19:00	15.0
43.2195692	76.9378097	10.0	10:00-19:00	15.0
43.2142269	76.89356955	10.0	10:00-19:00	15.0
43.2712835	76.9548189	10.0	10:00-19:00	15.0
43.2359586	76.8992611	10.0	10:00-19:00	15.0
43.341799	76.9430725	10.0	10:00-19:00	15.0
43.2671689	76.9358636	10.0	10:00-19:00	15.0
43.2834677	76.982297	10.0	10:00-19:00	15.0
43.2217409	76.8933404	10.0	10:00-19:00	15.0
43.2638193	76.9464659	10.0	10:00-19:00	15.0
43.2725187	76.8872584	0.0	10:00-19:00	0.0
